Titulo,Categoria,Resumo,Data,Status
"
Falta oxigênio em Manaus porque governador não quer comprar da oposição e tem dívida com fornecedor  ",politica,A falta de oxigênio em Manaus se deve à decisão do governador Wilson Lima de não comprar de empresa ligada a ex-secretário do Meio Ambiente (Carboxi) e não pagar a White Martins. ,15/01/2021,1
"
José Dirceu diz “estamos trilhando o caminho da vitória, derrotamos Trump” no Twitter  ",politica,"José Dirceu disse “estamos trilhando o caminho da vitória, derrotamos Trump” no Twitter. Na postagem, ele falou ainda que, agora, o foco é o Brasil na caçada a todos os fascistas de direita.",10/01/2021,1
"
Estrategista do PT revela que José Dirceu manda no STF e no Brasil  ",politica,"Em vídeo, estrategista do PT revela que é o ex-ministro José Dirceu que comanda o STF e o Brasil e que “todo mundo já sabe”.",09/01/2021,1
"
João Doria fechou o Ceasa (Ceagesp), em São Paulo  ",politica,"O governador de São Paulo João Doria mandou fechar o Ceasa (Ceagesp). Revoltados, caminhoneiros jogaram comida fora. ",06/01/2021,1
"
Rádio Band soltou bomba sobre Washington Post, Doria e China  ",politica,"Áudio mostra “bomba” solta pela Rádio Band: uma matéria do Washington Post, Doria e China que a imprensa brasileira escondeu. ",01/01/2021,1
"
Mírian Macedo dividiu cela com Dilma Rousseff e diz que nunca foram torturadas  ",politica,Jornalista Mírian Macedo afirma ter divido cela com Dilma Rousseff e alega que ela e ex-presidente nunca foram torturadas na Ditadura. ,31/12/2020,1
"
Ex-mulher de Bolsonaro, Valéria Bolsonaro, é expulsa do PSL  ",politica,"A ex-mulher do presidente Bolsonaro, Valéria Bolsonaro, foi expulsa do PSL. A deputada estadual em SP, eleita em 2018, deixa a sigla por motivo de “infidelidade partidária”.",27/12/2020,1
"
Doria sucateou Ceagesp para privatizar e vender para a China  ",politica,"João Doria sucateou o Ceagesp para poder privatizar e vender para a China. Bolsonaro, que acabou com o cabide de empregos, nomeou um coronel da Rota e evitou tudo.",18/12/2020,1
"
Revista Time elege Bolsonaro como o “idiota do ano”  ",politica,"O presidente do Brasil, Jair Bolsonaro, foi escolhido como o “idiota do ano” (idiot of the year) pela revista norte-americana Time e foi capa da publicação. ",14/12/2020,1
"
General Lessa denuncia Bolsa Ditadura e pede “estado de guerra”, mostra vídeo  ",politica,"Vídeo que passou agora cedo na Band mostra o general Lessa mandando um duro recado ao STF. Ele pediu “estado de guerra”, pena de morte, criticou estrangeiros e denunciou “Bolsa Ditadura”.",09/12/2020,1
"
Marcelo Freixo reclama de prisão de suspeito pela morte de PM na Casa & Vídeo  ",politica,"Em publicação no Twitter, Marcelo Freixo reclamou da prisão do homem que matou um PM na Casa & Vídeo, no Rio de Janeiro, e pediu apuração contra policiais que o prenderam. ",07/12/2020,1
"
PSOL contratou advogado para defender homem que matou PM no Rio  ",politica,"O PSOL contratou advogado para defender o homem que matou um PM no Rio de Janeiro. Antes mesmo de o suspeito chegar à delegacia, o defensor fez R.O contra a guarnição que o prendeu, por agressão e exposição do preso nas redes sociais, e acionou os Direitos Humanos.",07/12/2020,1
"
Foto de Bolsonaro sem camisa pescando é usada para decorar quarto  ",politica,"Foto do presidente Jair Bolsonaro sem camisa e posando com um peixe foi utilizada para decorar um quarto, lençol e travesseiros também têm a imagem. ",06/12/2020,1
"
Militantes do PT têm número 13 marcado a ferro  ",politica,"Em vídeo, grupo de militantes do PT tem a pele das costas marcadas a ferro em brasa com o número “13”.",05/12/2020,1
"
Boulos está internado no hospital Albert Einstein por causa da Covid-19  ",politica,"Depois das eleições em São Paulo, Guilherme Boulos, que está com Covid-19, se internou no hospital Albert Einstein. ",03/12/2020,1
"
Vereador Jaiminho do PT, apoiado pelo PSOL, foi preso com armas e munições  ",politica,"Ex-vereador de Guarujá (SP), Jaiminho do PT, apoiado pelo PSOL, foi preso pela polícia com armas e munições. ",01/12/2020,1
"
Ciro Gomes é pego em grampo com chefe do Comando Vermelho  ",politica,Vídeo mostra Ciro Gomes conversando com o chefe do Comando Vermelho sobre pagamentos à facção e falando sobre Bolsonaro. ,27/11/2020,1
"
Guilherme Boulos tem imóvel desocupado na Vila Mariana que vale R$ 2,8 milhões  ",politica,"O candidato à Prefeitura de São Paulo Guilherme Boulos tem um imóvel na Vila Mariana (bairro da capital paulista) avaliado em R$ 2,8 milhões e que está desocupado. ",27/11/2020,1
"
Candidato Dimas Gadelha disse que vai implantar banheiro unissex em escolas de São Gonçalo  ",politica,"O candidato Dimas Gadelha disse que vai implantar banheiro unissex em escolas de São Gonçalo (RJ). Caso seja eleito à prefeitura, Gadelha também definiu que implantará o ensino de “ideologia de gênero”.",24/11/2020,1
"
Guilherme Boulos nunca trabalhou e nunca estudou na vida  ",politica,O candidato do PSOL à Prefeitura de São Paulo Guilherme Boulos nunca trabalhou e nunca estudou na vida.,23/11/2020,1
"
Paes vai colocar Freixo na Secretaria de Educação para implantar banheiro unissex nas escolas  ",politica,"Eduardo Paes vai colocar Marcelo Freixo na Secretaria de Educação para implantar banheiro unissex nas escolas. Em acordo, eles também definiram o kit gay e liberação de maconha para os alunos.",23/11/2020,1
"
Volvo fez propaganda com Bolsonaro entre dois caminhões  ",politica,Volvo fez propaganda ufanista com presidente Jair Bolsonaro se equilibrando entre dois caminhões.,23/11/2020,1
"
Boulos diz que vai colocar moradores de rua na casa das pessoas em “lockdown diferente”  ",politica,"Em tuíte, Boulos diz que vai fazer “lockdown diferente” e abrigar moradores de rua na casa das pessoas.",21/11/2020,1
"
TSE e TRE anulam eleições em diversas cidades devido a falha no sistema de apuração de votos  ",politica,O TSE e o TRE de diversos estados anularam as eleições devido a falha no sistema de apuração de votos. Portal G1 deu a notícia.,20/11/2020,1
"
Alexandre Kalil acaba de anunciar fechamento do comércio de Belo Horizonte  ",politica,"O prefeito de Belo Horizonte, Alexandre Kalil, anunciou em novembro de 2020, o fechamento do comércio de Belo Horizonte. Vídeo gravado no site do O Tempo é a prova.",19/11/2020,1
"
Boulos é da classe A, estudou nos EUA e criou movimento popular falso  ",politica,"Precisamos ter cuidado com Guilherme Boulos. Ele é da classe A, estudou nos EUA e, para se tornar líder popular, criou um movimento sem teto falso e que tem apenas 12 militantes.",19/11/2020,1
"
Caminhão rouba urnas em Fortaleza e prova fraude nas eleições 2020  ",politica,"Em Fortaleza (CE), cabos eleitorais roubam urnas e colocam em um caminhão após o fim da votação para fraudar eleições municipais. ",19/11/2020,1
"
Vídeo prova que sistema da urna eletrônica pode ser fraudado  ",politica,"Um vídeo prova que o sistema da urna eletrônica pode ser fraudado. No tutorial, o homem mostra um teste de “modo fraude” (aplicando um código) e consegue adulterar os votos.",18/11/2020,1
"
Porcentagem dos candidatos em São Paulo prova fraude nas eleições 2020  ",politica,"Apuração de votos em São Paulo (SP) prova fraude nas eleições, porque porcentagem de Bruno Covas, Guilherme Boulos, Celso Russomano e Márcio França se manteve estável.",18/11/2020,1
"
ACM Neto anuncia lockdown em Salvador após as eleições municipais  ",politica,"Em Salvador (BA), após o fim das eleições municipais 2020, ACM Neto anuncia novo lockdown na cidade. ",17/11/2020,1
"
TSE vendeu a eleição em São Paulo para Boulos e a esquerda  ",politica,O TSE vendeu a eleição municipal em São Paulo para o candidato Guilherme Boulos e a esquerda. Foi por isso que houve atraso nas urnas.,17/11/2020,1
"
Ataque hacker revela fraude nas urnas eletrônicas com chancela do TSE  ",politica,A tentativa de um ataque hacker revela a fraude das urnas eletrônicas com a chancela do TSE nas eleições de 2020. Urnas podem ser hackeadas. ,15/11/2020,1
"
João Doria usou máscara com as cores da bandeira da China para votar  ",politica,"O governador de São Paulo, João Doria, foi votar usando uma máscara com as cores da bandeira da China nas eleições municipais de 2020.",15/11/2020,1
"
Eleitor com mais de 60 anos não precisa votar ou justificar em 2020  ",politica,Pessoas com mais de 60 anos não precisam votar nas eleições municipais de 2020 e estão isentas de justificar a ausência nas eleições por causa de um projeto de lei.,14/11/2020,1
"
Prefeitura de São Bernardo do Campo (SP) vai fechar comércio após eleições (16/11)  ",politica,"O prefeito de São Bernardo do Campo, Orlando Morando (PSDB), anunciou que vai fechar o comércio de toda cidade a partir de segunda-feira, 16/11, dia seguinte das eleições.",13/11/2020,1
"
Boulos criou um “laranjal” com empresas fantasmas nas eleições 2020  ",politica,Foi descoberto um esquema do candidato à Prefeitura de São Paulo Guilherme Boulos (PSOL). Ele criou um laranjal com empresas fantasmas para captar R$ 500 mil da campanha para eleições 2020.,12/11/2020,1
"
Trump, Bolsonaro e Hitler compararam imigrantes, índios e judeus a animais  ",politica,"Trump, Bolsonaro e Hitler compararam imigrantes, índios e judeus a animais. Os três políticos proferiram discursos de ódio contra essas minorias.",10/11/2020,1
"
Candidata a vereadora no Maranhão é presa após se oferecer em troca de votos  ",politica,"Uma candidata a vereadora no Maranhão foi presa após se oferecer em troca de votos. Ao todo, a mulher teria assediado 250 pessoas, entre homens e mulheres.",09/11/2020,1
"
Vladimir Putin está com mal de Parkinson e vai deixar governo da Rússia  ",politica,"Presidente da Rússia, Vladimir Putin, renunciará à presidência da Rússia por problemas de saúde e sintomas de Parkinson.",09/11/2020,1
"
Semáforo em São Paulo tem punho cerrado em homenagem ao comunismo  ",politica,O governador João Doria e o prefeito Bruno Covas resolveram mudar os semáforos na cidade de São Paulo e colocar um punho em homenagem ao comunismo.,07/11/2020,1
"
Nova casa de Lula em Lauro de Freitas (BA) custa R$ 5 milhões, mostra foto  ",politica,"Lula comprou uma mansão que custa R$ 5 milhões em Lauro de Freitas (BA). Foto mostra a casa e prova a tese do “socialismo para você, capitalismo para mim”.",06/11/2020,1
"
Carlos Bolsonaro mora em Brasília apesar de ser candidato no Rio de Janeiro  ",politica,"Carlos Bolsonaro mora em Brasília apesar de ser candidato a vereador no Rio de Janeiro. O filho do presidente reside em um apartamento comprado pela mãe (à vista e em dinheiro vivo), em área nobre da capital.",04/11/2020,1
"
Manuela D’Ávila está em 1º lugar porque comprou pesquisa do Instituto Methodus  ",politica,A candidata à Prefeitura de Porto Alegre Manuela D’Ávila está em primeiro lugar nas pesquisas eleitorais porque pagou R$ 255 mil ao Instituto Methodus.,01/11/2020,1
"
Montanha de dinheiro (US$ 4 bilhões) que governo recuperou da corrupção é exposta  ",politica,Vídeo mostra montanha de dinheiro (US$ 4 bilhões) que o governo Bolsonaro recuperou da corrupção de políticos e servidores públicos.,01/11/2020,1
"
Doria nomeou chineses para a presidência e diretoria da CPFL  ",politica,"O governador João Doria mostrou mais uma vez que está entregando empresas para a China. Dessa vez, ele nomeou chineses para a presidência e cargos de diretoria da CPFL.",30/10/2020,1
"
PSOL pede no STF banheiros unissex nas escolas e obrigatoriedade da ideologia de gênero  ",politica,PSOL exige no STF a implementação de banheiros unissex e a obrigatoriedade da ideologia de gênero nas escolas. ,28/10/2020,1
"
Foto mostra “contrato de aposta” entre candidatos nas eleições 2020  ",politica,“Contrato de aposta” entre candidatos a prefeito de todo o Brasil nas eleições 2020 circula nas redes sociais.,27/10/2020,1
"
Candidato a vereador oferece esposa em troca de votos  ",politica,"Um candidato a vereador da cidade de Timon, no Maranhão, está oferecendo a sua esposa por uma noite em troca de votos nas eleições de 2020.",24/10/2020,1
"
Bolsonaro fez pronunciamento enigmático sobre dias difíceis hoje  ",politica,"Hoje, o presidente Jair Bolsonaro fez um pronunciamento enigmático. Ele disse que está passando pela pior fase do governo, que dias difíceis vão vir e denunciou que a China está desabastecendo o Brasil.",24/10/2020,1
"
Bolsonaro descobre plano bilionário de João Doria e China e Brasil fica chocado  ",politica,O Brasil está chocado após o presidente Jair Bolsonaro descobrir um plano bilionário de João Doria e China sobre a vacina contra Covid-19.,23/10/2020,1
"
Urnas eletrônicas estão saindo de Brasília com votos já computados  ",politica,Dois policiais denunciaram que as urnas eletrônicas fraudadas estão saindo de Brasília com votos computados para as eleições 2020.,21/10/2020,1
"
Bruno Covas comprou 38 mil caixões por causa da Covid-19 e tem 20 mil empilhados  ",politica,"O prefeito de São Paulo, Bruno Covas, comprou 38 mil caixões por causa da Covid-19 e tem 20 mil empilhados um depósito.",19/10/2020,1
"
Pessoas maiores de 60 anos só poderão votar entre 7h e 10h no dia 15/11  ",politica,Pessoas maiores de 60 anos só poderão votar entre 7h e 10h no dia 15/11. Pessoas com menos de 60 anos só poderão votar após às 10h.,19/10/2020,1
"
Rombo no Fies de R$ 20 bilhões na era PT é descoberto pelo TCU  ",politica,O TCU acabou de descobrir um rombo de R$ 20 bilhões no Fies na era PT. Lula e Haddad são responsáveis pelo rombo e tudo foi comprovado.,17/10/2020,1
"
Capa da Veja mostra Bolsonaro eleito no 1º turno com 87,5% em pesquisa  ",politica,"Pesquisa da Veja “com números reais” mostra Bolsonaro eleito no 1º turno com 87,5%. Capa da revista exalta números.",17/10/2020,1
"
Carta da Shell da década de 80 mostra uma raridade sobre Lula  ",politica,"Nos anos 80, o ex-presidente Lula enviou uma carta à Shell reclamando da Lei Seca no dia das eleições. Ele achava que ela não permitia venda de combustíveis.",16/10/2020,1
"
Foto mostra ministros do STF de toga vermelha em sessão plenária  ",politica,Imagem mostra ministros do STF vestindo toga vermelha em uma sessão. Foto tem que correr por todo o país e mostra que o Judiciário é dominado pelo Foro de São Paulo.,14/10/2020,1
"
Mineradora norueguesa se instalou na Amazônia em um acordo com Lula  ",politica,Lula fez um acordo com mineradora norueguesa que se instalou na Amazônia para que o Brasil não tenha nenhuma participação nos lucros e tenha suas águas poluídas.,13/10/2020,1
"
Fundo eleitoral de 2020 é de R$ 1.716.209.431,00 e será repartido entre 35 partidos  ",politica,"O TSE divulgou hoje que o Fundo Eleitoral para as eleições de 2020 será de R$ 1.716.209.431,00 e montante será repartido entre 35 partidos.",12/10/2020,1
"
Eduardo Leite, governador do Rio Grande do Sul, usa terno rosa em evento com Mourão  ",politica,"Governador do Rio Grande do Sul, Eduardo Leite (PSDB), usa terno rosa em evento com o vice-presidente Hamilton Mourão. ",12/10/2020,1
"
Foto mostra Lula de joelhos para Evo Morales e Hugo Chávez  ",politica,Ex-presidente brasileiro Lula foi flagrado de joelhos para Evo Morales (ex-presidente da Bolívia) e Hugo Chávez (ex-presidente da Venezuela).,10/10/2020,1
"
Bolsonaro vai estar hoje, às 22h15, no Programa do Ratinho, no SBT  ",politica,"O presidente Jair Bolsonaro vai estar no Programa do Ratinho, no SBT, hoje, às 22h15. Ele vai se pronunciar e campanha pede maior audiência da história do canal.",09/10/2020,1
"
Marina Silva e marido são donos de madeira apreendida pelo Exército no Pará  ",politica,Marina Silva e marido são um dos maiores traficantes de madeira do mundo e tiveram carga apreendida pelo Exército no Pará. ,08/10/2020,1
"
Ciro Gomes é flagrado conversando com um membro do PCC  ",politica,"Ciro Gomes foi flagrado conversando ao telefone com um membro do PCC. Em áudio, ele fala sobre “crise no comando” agravada por Bolsonaro ao transferir chefes das facções para presídios federais e cortar rede de comunicação.",06/10/2020,1
"
Apenas três países (Brasil, Cuba e Venezuela) usam urnas eletrônicas nas eleições  ",politica,"Brasil, Cuba e Venezuela são os únicos países do mundo que usam urnas eletrônicas em eleições. O mundo tem 193 países e só três usam o sistema.",05/10/2020,1
"
Documento prova que Bolsonaro venceu no 1º turno e houve fraude nas eleições de 2018  ",politica,Um documento denuncia que houve fraude nas eleições de 2018 e que Jair Bolsonaro deveria ter vencido no 1º turno. O TSE não conseguiu explicar discrepância entre números.,04/10/2020,1
"
Vereador foi jogado no esgoto pela população em Salvador  ",politica,Vídeo mostra vereador que prometeu e não cumpriu sendo jogado no esgoto pela população em Salvador durante campanha eleitoral.,03/10/2020,1
"
Bolsonaro é homenageado em Praga (República Tcheca) após discurso sobre “cristofobia” na ONU  ",politica,"Bolsonaro foi homenageado em Praga, na República Tcheca, após discurso sobre “cristofobia” na ONU. Um vídeo mostra a população tcheca, uma das mais católicas do mundo, marchando no centro da cidade gritando “Obrigado, Bolsonaro”.",30/09/2020,1
"
Governo Bolsonaro cria projeto de construção de Ferrovia do Sol, de São Luís a Salvador  ",politica,"Projeto Ferrovia do Sol foi criado pelo governo Bolsonaro e vai ligar São Luís (MA) a Salvador (BA), passando pela costa nordestina.",30/09/2020,1
"
PT está em segundo lugar no ranking das maiores organizações criminosas da história  ",politica,Ranking das 10 maiores organizações criminosas da história coloca o Partido dos Trabalhadores (PT) em segundo lugar. Está atrás apenas da máfia russa.,29/09/2020,1
"
João Pedro Stédile diz que MST vai incendiar o Brasil para derrubar Bolsonaro  ",politica,"João Pedro Stédile, do MTS, disse a seguinte frase: “Eu e meus companheiros do MST, estamos dispostos a incendiar o Brasil para derrubar BOLSONARO “.",28/09/2020,1
"
Lei que permite que proprietário atire e mate invasor é aprovada no Brasil, anuncia Alexandre Garcia  ",politica,Jornalista Alexandre Garcia informa que lei que permite que cidadão atire e mate invasor para defender a propriedade privada foi aprovada no Brasil. ,26/09/2020,1
"
Filho 04 de Bolsonaro, Renan, vai ganhar R$ 37 mil como consultor da Secretaria de Cultura  ",politica,"Renan Bolsonaro, o filho 04 do presidente, conseguiu uma vaga como consultor da Secretaria Especial de Cultura da União e vai ganhar R$ 37 mil por mês.",25/09/2020,1
"
Bolsonaro gastou zero reais do cartão presidencial enquanto Lula gastou R$ 102 milhões e Dilma gastou R$ 95 milhões  ",politica,"Bolsonaro nunca usou o cartão de crédito presidencial, enquanto Lula e Dilma gastaram juntos quase R$200 milhões",25/09/2020,1
"
Bolsonaro foi aplaudido de pé na ONU e teve 90% de aprovação dos participantes de Assembleia-geral  ",politica,"Após discurso na ONU, o presidente Jair Bolsonaro foi aplaudido de pé pelos participantes da Assembleia-geral e chegou a 90% de aprovação.",24/09/2020,1
"
Lula é convidado a discursar na ONU após pronunciamento de Bolsonaro na Assembleia-Geral  ",politica,A ONU convidou o ex-presidente Lula para discursar em Webinário após “fiasco de Bolsonaro” na Assembleia-Geral. ,24/09/2020,1
"
Marcelo Freixo lamenta a morte de Elias Maluco em publicação no Twitter  ",politica,"Após o anúncio da morte do traficante Elias Maluco, o deputado federal Marcelo Freixo lamentou a morte dele em publicação no Twitter. Ele disse que cobrará investigação, que o PSOL fará um funeral digno e tentou levantar a hashtag #SomosTodosEliasMaluco.",23/09/2020,1
"
Bolsonaro não mandou nenhum soldado do Exército para combater fogo no Pantanal  ",politica,"O presidente Bolsonaro não mandou nenhum soldado para combater fogo no Pantanal. Apesar do contingente de 336 mil soldados, apenas 166 pessoas, nenhum do Exército, estão tentando conter as chamas.",21/09/2020,1
"
Joice Hasselmann contratou atores para atuarem como mendigos na cracolândia  ",politica,"A candidata pelo PSL à Prefeitura de São Paulo Joice Hasselmann resolveu fazer uma campanha na região da “cracolândia”. Para tanto, ela contratou atores para atuarem como mendigos.",20/09/2020,1
"
Dilma aparece em foto com Pablo Escobar, Cristina Kirchner e Nestor Kirchner  ",politica,"Foto antiga mostra a ex-presidente Dilma Rousseff com Pablo Escobar, Cristina Kirchner e Nestor Kirchner.",19/09/2020,1
"
Lula vendeu exploração do solo do Brasil para o Canadá em 2008  ",politica,"Ex-presidente Lula vendeu, em 2008, a exploração do solo brasileiro para o Canadá em uma transação secreta.",19/09/2020,1
"
Justiça autorizou partilha de R$ 146 milhões de dona Marisa Letícia aos herdeiros  ",politica,Dona Marisa Letícia deixou um patrimônio de R$ 146 milhões aos quatro herdeiros. A Justiça acabou de autorizar a partilha dos bens da ex-mulher de Lula.,18/09/2020,1
"
Brigadistas do ICMBio colocam fogo em mata no Pantanal para prejudicar Bolsonaro  ",politica,Vídeo mostra momento em que brigadistas esquerdistas do ICMBio colocam fogo em uma mata no Pantanal para prejudicar o presidente Jair Bolsonaro.,16/09/2020,1
"
Foto mostra Manuela D’Ávila com olheiras e tatuagens de Che Guevera e Lenin  ",politica,"A candidata à Prefeitura de Porto Alegre, Manuela D’Ávila, tem tatuagens de Che Guevara e Lenin. A prova é uma foto que mostra ela com faixa presidencial e olheiras gigantes.",15/09/2020,1
"
Miriam Leitão teve pensão de R$ 27 mil (Bolsa Ditadura) cortada pelo governo  ",politica,Ministra Damares Alves suspende benefício (Bolsa Ditadura) da jornalista Miriam Leitão no valor de R$27 mil. Acabou a mamata da “Amélia”. ,15/09/2020,1
"
Lula é flagrado e xingado em bar durante quarentena da Covid-19, mostra vídeo  ",politica,"O ex-presidente Lula foi flagrado e xingado em um bar durante a quarentena da Covid-19. Em vídeo, ele aparece sentado à mesa bebendo cachaça com os amigos, todos sem máscara.",15/09/2020,1
"
Empresas não precisam mais publicar balanços em jornais após MP de Bolsonaro  ",politica,"O presidente Jair Bolsonaro acabou de editar uma Medida Provisória (MP) que desobriga empresas de publicarem balanços financeiros em jornais. Agora, balanços podem ser publicados, a custo zero, nos site da CVM e Diário Oficial.",11/09/2020,1
"
Lei 13.246 foi criada por Bolsonaro e acaba com o Dia das Bruxas no Brasil  ",politica,"O presidente Jair Bolsonaro sancionou a Lei nº 13.246, que cria o Dia Nacional do Evangelho, no dia 31 de outubro, e acabou com o Dia das Bruxas no Brasil.",11/09/2020,1
"
Efetivo de reserva do Exército, Marinha e Aeronáutica é convocado para ser mesário nas eleições  ",politica,"Ministério da Defesa convoca efetivo de reserva do Exército, da Marinha e Aeronáutica para trabalhar como mesário nas eleições. Portal G1 deu a notícia. ",10/09/2020,1
"
Interpol descobre que Lula roubou quadro de US$ 7 milhões do Palácio do Planalto  ",politica,A Interpol acabou de descobrir que o ex-presidente Lula roubou um quadro de US$ 7 milhões do Palácio do Planalto. Quadro de Franky Schayffyr foi encontrado com o italiano Gianluka Vachy. ,09/09/2020,1
"
NSA (dos EUA) diz que Bolsonaro ganhou eleições de 2018 no 1º turno, mas que urnas foram fraudadas  ",politica,"A National Security Agency (NSA), dos EUA, apontou para fraude no sistema eletrônico de votação nas eleições de 2018. Na realidade, Bolsonaro ganhou no 1º turno. ",09/09/2020,1
"
Rodrigo Maia participa de festa de aniversário de Luiz Fernando Pezão durante pandemia da Covid-19  ",politica,"Rodrigo Maia participou da festa de aniversário de Luiz Fernando Pezão durante a pandemia de Covid-19. Uma foto mostra o presidente da Câmara sem máscara e em aglomeração na casa do ex-governador do RJ, que está em prisão domiciliar.",08/09/2020,1
"
China comprou todo estoque de soja do Brasil para prejudicar Bolsonaro  ",politica,"A China está com um plano maléfico para derrubar o presidente Jair Bolsonaro: vai comprar toda a soja do Brasil para que os estoques acabem, os preços aumentem, os caminhoneiros fiquem sem frete e o povo eleja Lula em 2022. ",07/09/2020,1
"
Ministro do STF (Dias Toffoli) está com câncer no pâncreas e será trocado por Bolsonaro  ",politica,"Um ministro do STF está com câncer no pâncreas, vai se afastar do corte para o tratamento e dará ao presidente Jair Bolsonaro o direito de trocar três ministros da Corte (e não dois). Mensagens apontam que o ministro é Dias Toffoli. ",05/09/2020,1
"
Ursal prepara fraude nas urnas eletrônicas nas eleições de 2020  ",politica,A Ursal está preparando uma fraude nas urnas eletrônicas para as eleições de 2020. Partidos de esquerda e o crime organizado vão derrubar Bolsonaro com isso. ,03/09/2020,1
"
Foto mostra Bolsonaro sem cicatriz no local em que levou facada em 2018  ",politica,"Uma foto mostra Bolsonaro sem a cicatriz no local em que levou a facada em 2018, abaixo do mamilo direito. Simplesmente desapareceu! Só restou a cicatriz da cirurgia do “câncer nos intestinos”.",02/09/2020,1
"
Polícia Federal encontra R$ 200 milhões no endereço de Bolsonaro  ",politica,A Polícia Federal acabou de encontrar R$ 200 milhões no endereço do presidente Jair Bolsonaro. Notícia foi publicada no portal G1. ,01/09/2020,1
"
Embaixador da China diz que Dilma cedeu costa brasileira para pesca chinesa por 25 anos  ",politica,"Ao justificar o ataque de um barco chinês a um barco brasileiro, o embaixador da China Li Jinzhang afirmou que a ex-presidente Dilma Rousseff cedeu a costa brasileira para a pesca chinesa por 25 anos. ",31/08/2020,1
"
Bolsonaro deve mandar prender Doria por trazer 800 empresários da China para o Brasil  ",politica,Bolsonaro vai mandar prender o governador João Doria por traição e por receber 800 empresários da China no Brasil e trair a pátria.,31/08/2020,1
"
Bolsonaro descobriu conta secreta de R$ 600 bilhões no Banco Central  ",politica,O presidente Bolsonaro descobriu uma conta secreta de R$ 600 bilhões no Banco Central. O dinheiro foi transferido para o Tesouro Nacional. ,27/08/2020,1
"
Prefeito de Votuporanga perde a paciência, libera tudo em decreto e xinga a população  ",politica,"João Dado, prefeito de Votuporanga (SP), perde a paciência com população, assina decreto e xinga moradores da cidade. ",27/08/2020,1
"
Filho de Lula comprou ilha em Angra dos Reis (RJ) de Luciano Huck por R$ 500 milhões  ",politica,"Vídeo mostra que Lulinha, filho do ex-presidente Lula, comprou a Ilha das Palmeiras, em Angra dos Reis (RJ), do apresentador Luciano Huck. Dinheiro, R$ 500 milhões, veio da JBS. ",26/08/2020,1
"
El País dá duas notícias sobre Bolsonaro em Davos: positiva na Espanha e negativa no Brasil  ",politica,El País da Espanha publica texto com visão positiva sobre fala do presidente Jair Bolsonaro em Davos enquanto El País do Brasil escreve matéria com visão negativa.,25/08/2020,1
"
CNN acaba de noticiar que Sérgio Moro recebia R$ 50 mil por mês de doleiro  ",politica,"A CNN acaba de noticiar que o ex-ministro da Justiça, Sérgio Moro, recebia cerca de R$ 50 mil por mês de um doleiro para ele não ser preso. ",25/08/2020,1
"
Repórter atacou Bolsonaro ao falar “vamos visitar sua filha na cadeia”, mostra vídeo  ",politica,"Antes de ouvir de Jair Bolsonaro “vontade de encher sua boca de porrada”, repórter o atacou dizendo “vamos visitar sua filha na cadeia” ao presidente. Vídeo prova tudo. ",24/08/2020,1
"
João de Deus diz que ministros do STF pediam dinheiro e encontros com garotas a ele  ",politica,O médium João de Deus afirmou que ministros do STF como Gilmar Mendes e Luiz Fux pediam dinheiro e encontro com garotas em lugares secretos a ele. Investigação faz parte da Operação Storm. ,23/08/2020,1
"
Governo petista do Rio Grande do Norte enterra merenda em escola para prejudicar Bolsonaro  ",politica,O governo do PT do Rio Grande do Norte está pedindo ao governo federal merenda escolar para enterrar nas escolas. O objetivo é prejudicar o presidente Jair Bolsonaro.,21/08/2020,1
"
STF decide que dinheiro público roubado não pode ser devolvido após cinco anos  ",politica,O Supremo Tribunal Federal (STF) decidiu que dinheiro público roubado não pode ser devolvido se for descoberto após cinco anos. Um equívoco ético e contrário às condutas honestas de todo país civilizado no mundo.,20/08/2020,1
"
Doria acaba de declarar que está tomando cloroquina para se tratar da Covid-19  ",politica,"O governador de São Paulo, João Doria, acabou de declarar que está fazendo uso da cloroquina para se tratar da Covid-19. Ele disse que toma porque está seguindo os médicos e não Bolsonaro. ",18/08/2020,1
"
Repórter da GloboNews chama brasileiro de “pobre estúpido” após pesquisa sobre Bolsonaro  ",politica,O jornalista Octávio Guedes da GloboNews chamou o brasileiro de “pobre estúpido” após alta na aprovação do presidente Jair Bolsonaro em pesquisa Datafolha. ,17/08/2020,1
"
Guilherme Boulos é dono de um jatinho particular (avião de luxo)  ",politica,O socialista Guilherme Boulos é dono de um avião de pequeno porte. Foto que mostra ele entrando em jatinho particular é a prova disso. ,16/08/2020,1
"
STF impediu Bolsonaro de combater a pandemia da Covid-19 no Brasil  ",politica,Não é possível que o presidente Jair Bolsonaro seja cobrado pelas 100 mil mortes por Covid-19 no Brasil. O STF o impediu de combater a doença e tirou a responsabilidade dele sobre a pandemia.,13/08/2020,1
"
Doria tomou a vacina chinesa contra a Covid-19 e, mesmo assim, foi infectado  ",politica,"Esta é a prova de que a vacina chinesa não protege contra a Covid-19. O governador João Doria tomou a vacina da Sinovac e, mesmo assim, foi infectado com o coronavírus.",13/08/2020,1
"
Haddad perde eleição para síndico e culpa grupos de WhatsApp de seu prédio  ",politica,"O ex-prefeito de São Paulo, Fernando Haddad, ficou em segundo lugar na eleição para síndico de seu condomínio. Ele disse que perdeu a eleição por causa de grupos de WhatsApp do prédio. ",09/08/2020,1
